// NPC名稱(複製到 GameResource.txt)

[name]
item = 50000,現在天下大亂，當兵打仗是最有發展的啦！
item = 50405,婉拒
item = 50406,妹子既是自己人，我也不跟你客氣。愚兄有一事欲請妹子代辦，不知汝可願意？
item = 50407,願意
item = 50408,婉拒
item = 50409,果然是我的好兄弟，勞您大駕到烏林找一位鐵匠老白，就說要拿一匣祝公道慣用的飛刀就行了。
item = 50410,果然是我的好妹子，勞您大駕到烏林找一位鐵匠老白，就說要拿一匣祝公道慣用的飛刀就行了。
item = 50411,沒關係！兄弟大事要緊，他日有空再來幫幫愚兄就行了。
item = 50412,沒關係！妹子大事要緊，他日有空再來幫幫愚兄就行了。
item = 50413,愚兄傷勢未愈，不宜遠行。勞煩汝至烏林找鐵匠老白，取來一匣愚兄慣用的飛刀。
item = 50414,莫非汝遺失了飛刀鐵匣？
item = 50415,兄弟辛苦！有了這匣飛刀，愚兄如虎添翼，再遇賊人必可報仇雪恨。
item = 50416,妹子辛苦！有了這匣飛刀，愚兄如虎添翼，再遇賊人必可報仇雪恨。
item = 50417,愚兄傷勢已無大礙，這段時間多謝兄弟你的幫助，祝某必不忘我倆兄弟情誼。
item = 50418,愚兄傷勢已無大礙，這段時間多謝妹子妳的幫助，祝某必不忘我倆兄妹情誼。
item = 50419,待愚兄備齊盤纏，便將上路繼續游俠生涯，若是有緣，必再相逢。
item = 50420,贊助二萬兩盤纏
item = 50421,告辭
item = 50422,汝自珍重，愚兄不送。
item = 50423,兄弟的心意祝某心領，汝之錢財自用尚且不足，還是留著以備不時之需吧！
item = 50424,妹子的心意祝某心領，汝之錢財自用尚且不足，還是留著以備不時之需吧！
item = 50425,兄弟一番好意，祝某恭敬不如從命。連番受兄弟殷勤相助，實在感謝。愚兄多年前曾得一寶甲，現埋藏於九里山中五樹環繞的大石下，兄弟你自取去，就當作愚兄相贈之禮。
item = 50426,妹子一番好意，祝某恭敬不如從命。連番受妹子殷勤相助，實在感謝。愚兄多年前曾得一寶甲，現埋藏於九里山中五樹環繞的大石下，妹子妳自去取，就當作愚兄相贈之禮。
item = 50427,寶甲埋於九里山五樹環繞之大石下，愚兄將此甲相贈，汝自去取。
item = 50428,尋常武夫每每為罕世神兵爭奪不休，孰不知鍛鏈武德武藝遠勝手持神兵利器。
item = 50429,既來取物，為何行囊滿盈？快快整頓一番！
item = 50430,喔！原來好友祝公道委託小兄弟你前來索取飛刀，老夫正好鑄成一匣，請小兄弟速速送到祝公道手上！
item = 50431,喔！原來好友祝公道委託小姑娘你前來索取飛刀，老夫正好鑄成一匣，請小姑娘速速送到祝公道手上！
item = 50432,請小兄弟莫再延遲，速將飛刀鐵匣送交祝公道。
item = 50433,請小姑娘莫再延遲，速將飛刀鐵匣送交祝公道。
item = 50434,咱們衙門近日逃掉一個凶惡的人犯。那人犯姓賈名蒙。這賈蒙可狡猾的緊，英雄是否願意為民除害？
item = 50435,願意
item = 50436,考慮考慮
item = 50437,那就拜託你了！城裡有人知道一些消息，說不定會有線索可循。
item = 50438,果然人心不古！也罷，求人不如求己。
item = 50439,聽說@B田尚@A知道賈蒙的一些瑣事，問問他應該會有所斬獲。
item = 50440,原來已經逃到@B盧江@A去了！難怪城裡怎麼搜也搜不到。那就有勞英雄跑一趟盧江了。
item = 50441,看來你已經掌握相當的線索了，再加把勁，盡速將人犯緝捕歸案吧！
item = 50442,真了不起，居然這麼快就把人犯抓回來了，當真了得！這是這通緝犯的賞金，請收下吧！
item = 50443,賈蒙那傢伙可是狠角色，沒那麼容易抓的。再接再厲吧！
item = 50444,雖然此案已破，但是被別人輕易解決此事，我們的面子還真掛不住。
item = 50445,您無法取得獎勵，請重新整理精神之後再來找我。
item = 50446,你好啊！今天天氣真不錯。
item = 50447,你想問通緝犯的事？我是有聽說賈蒙的老家在盧江，多半是逃回老家了吧？
item = 50448,到盧江找ㄧ個叫做許淨的老者，他那邊會有更進ㄧ步的線索。
item = 50449,祝你早日緝捕通緝犯歸案。
item = 50450,您抓到人犯了嗎？真是可喜可賀。
item = 50451,有像您這樣的英雄真是我們平民百姓之福！
item = 50452,人真是該做些有意義的事呢！您說對不對？
item = 50453,這可真是個不平靜的年頭啊！
item = 50454,年輕人可真有活力，哪像我這身老骨頭……
item = 50455,賈蒙？原來那個不長進的傢伙逃回老家來啦！他小時候最愛在野外的草叢邊躲藏了，現在可能也沒變吧？
item = 50456,他很有可能偽裝成ㄧ般的流氓，只要你能帶來跟蛇有關的物品，我就不難認出他。
item = 50457,賈蒙那傢伙最怕蛇了。所以如果看到流氓，就把他們抓回來給我看看。
item = 50458,沒錯！就是這個傢伙，快抓這個敗類回去結案吧！
item = 50459,果然老天有眼，法網恢恢，疏而不漏。
item = 50460,抓的好！那種敗壞鄉里名聲的壞蛋早該落網了。
item = 50461,沒有同時帶來嫌犯跟鱗片，我是沒辦法幫你辨認的。
item = 50462,唉！邪門歪道不可行啊！年輕人要潔身自愛才是。
item = 50463,人老了真是不中用了啊……
item = 50464,你沒辦法帶人回去呢…等你能帶再來吧！
item = 50465,小子！看你的樣子就知道是個新兵。聽好！咱們兵營裡最近兵器短缺的緊。你去給我弄個幾把來！
item = 50466,勉為其難
item = 50467,門都沒有
item = 50468,那聽好囉！先去給我找一把兩刃叉來。要耍什麼手段隨便你，不過東西不準給我打馬虎眼。聽懂了就快去準備！
item = 50469,臭小子你活膩了！？別讓老子再看到你！給我滾遠一點！
item = 50470,我看你這菜鳥八成連什麼兵器長什麼樣子都不知道！滾滾滾，滾遠一點！##(@C承接任務等級限制 4@A)
item = 50471,看不出你這新兵還有點見識？乾的好！不過只有這點東西是不夠的！我要你再去找三把大刀來。不準濫芋充數啊！小子！
item = 50472,小子！該準備的東西是一把兩刃叉！數量跟東西不對老子可是不收的！勸你在老子發火前把東西找齊！
item = 50473,乾的好！這剩下的東西也難不倒你了。說實話，庫房裡還缺一百支匕首。你就再去找一百支匕首來補數。上陣殺敵，這兵器可馬虎不得，別給我帶上不了檯面的東西回來。
item = 50474,聽好！帶三把大刀回來給我！你如果再讓老子講一遍，老子就讓你吃不完兜著走！
item = 50475,不錯！不錯！讓你這樣來回奔波也真是辛苦你了。練習用的兵器足夠了，對士兵的訓練可是有不小的幫助呢！這算是你為國效力的獎勵！不用客氣，收下來吧！
item = 50476,嗯？一百支匕首還要老子講第二次！？你如果是我手下的兵，鐵定給你幾頓板子吃吃，廢話少說！還不快走！
item = 50477,NULL
item = 50478,士兵有足夠兵器練習，披掛上陣才能有所表現。如此ㄧ來，我魏軍才能南征北討，無往不利。
item = 50479,收集幾個東西就支支吾吾，如此怎能成我魏軍主力？小子，我再說一次，去弄些兵器來，聽清楚了沒？
item = 50480,這下便去
item = 50481,想都別想
item = 50482,你這小子是幹什麼吃的？非我魏國臣民為何來此？！再不速速離去，老子一定把你當奸細辦！快滾！
item = 50483,最近沿匪盜小輩肆虐，使得附近漁民苦不堪言。在下有個不情之請，希望英雄能前往建業東陌掃蕩盜匪，不知英雄能否應允？
item = 50484,樂於相助
item = 50485,有空再說
item = 50486,太好了！#有勞英雄了！##在沿海遊蕩的盜匪好賭多帶著骰子，不如以三十個骰子為證，取得之後交給我吧。
item = 50487,英雄有要事在身，我也不便強求。祝英雄ㄧ路順風，有請。
item = 50488,英雄果然了得！還請英雄再帶三個粗麻回來完成證明，有勞英雄了。
item = 50489,三十個骰子並不算多，不過就是證明為民除害，英雄可得加把勁了。
item = 50490,了不起！這樣一來沿海應該會平靜不少，英雄的大恩實在無以為報。這裡僅以薄禮一份相贈，希望對英雄以後的旅途有所幫助。
item = 50491,了不起！這樣一來沿海應該會平靜不少，英雄的大恩實在無以為報。這裡僅以薄禮一份相贈，希望對英雄以後的旅途有所幫助。
item = 50492,英雄請小心為上，不宜草率。
item = 50493,英雄似乎無法收下這份贈禮，不妨稍事整理再回來拿取。
item = 50494,近來沿匪盜小輩已靜，實乃英雄之功。英雄仁風俠骨，必能創下驚人功業，流芳百世。
item = 50495,唉！沿匪盜小輩猖獗，奈何無人能與之抗衡。閣下英雄了得，豈能視若無睹？望閣下為民戮力，盡殲盜匪！
item = 50496,義不容辭
item = 50497,無能為力
item = 50498,既然閣下自認無能為力，那在下也不便強求。吾將另尋高明，為民除害。
item = 50499,望閣下好自為之，切莫以身犯險。
item = 50500,君有過人陽氣，#往毒龍潭恐壞我風水，請回吧。##(@C等級限制 LV 120 以下@A)
item = 50501,毒龍潭需有活人祭氣，君可欲往之？
item = 50502,是
item = 50503,否
item = 50504,君有過人陽氣，#往寒冰洞恐壞我風水，請回吧。##(@C等級限制 LV 85 以下@A)
item = 50505,寒冰洞乃安定城風水龍地，?有天地靈氣。不料近十數年來，邪靈魔物盡出，寒冰洞為之盤據。為除此患，需有活人祭氣，君可欲往之？
item = 50506,是
item = 50507,否
item = 50508,天下紛亂，黃巾禍起，萬民疾苦……
item = 50509,騎術鍛鏈到爐火純青之人，若再配上一匹名馬，便能在戰場之上來去如風，尋常武將根本望塵莫及。
item = 50510,能有良駒相伴，橫馳沙場著實令人神往。只要你願意，我便教你@C騎術@A，你覺得如何？
item = 50511,是
item = 50512,否
item = 50513,如此良機你竟不知珍惜，真是令人傷心啊。
item = 50514,你向@B什貨郎@A取得@B馬鞍@A，並帶來@B一仟五百兩@A的學費，展現你的誠意，我馬上就教會你騎術。
item = 50515,你的誠意我確實感受到了，這@C一仟五百兩@A的學費我就不客氣了。#現在你已經學會騎術，你可以用@B〈 Alt + S 〉@A開啟技能介面，好好參詳一番。
item = 50516,馬匹可以在市集之中購得，使用上也和一般的武器裝備所去不遠。
item = 50517,我還感受不到你的誠意，你好好想一想還欠缺些什麼吧！
item = 50518,你已經答應太多人事情了，先去忙完再來找我吧？
item = 50519,你還沒有準備好接受這個任務，你可以再多訓練自己一下。##(@C承接任務等級限制 14@A)
item = 50520,你曾一度放棄我交給你的任務，你現在是否要重新承接？
item = 50521,是
item = 50522,否
item = 50523,騎術鍛鏈到爐火純青之人，若再配上一匹名馬，便能在戰場之上來去如風，尋常武將根本望塵莫及。
item = 50524,來來來！南北雜貨通通有。#不論您是要用買的，還是換的，還是有什麼特別需求都可以找我。
item = 50525,包子
item = 50526,冷泉
item = 50527,馬鞍
item = 50528,一千樹皮換金錢
item = 50529,這兒有在地最好的包子，一個粗麻換一個包子，只換不賣。
item = 50530,換五個
item = 50531,換五十個
item = 50532,再看看
item = 50533,這兒有外地取回來的冷泉，十個石珠換一瓶冷泉，讓您喝了神清氣爽。
item = 50534,換五瓶
item = 50535,換二十五瓶
item = 50536,再看看
item = 50537,馬鞍是學習騎術時的必需品。你想要的話，就準備@C璞玉、鐵屑各五十個，破獸皮廿十個@A。
item = 50538,是的
item = 50539,再看看
item = 50540,您確定要用@B一千個樹皮@A#換金錢@B100兩@A？
item = 50541,是的
item = 50542,再看看
item = 50543,您的物品不足以進行交換，要不要再看看？
item = 50544,再看看
item = 50545,客倌，換五個包子需要粗麻五個，您確定要換嗎？
item = 50546,是的
item = 50547,再看看
item = 50548,客倌，換五十個包子需要粗麻五十個，您確定要換嗎？
item = 50549,是的
item = 50550,等等
item = 50551,這冷泉五瓶需要五十個石珠才能交換，您確定要換嗎？
item = 50552,是的
item = 50553,等等
item = 50554,這冷泉二十五瓶需要二百五十個石珠才能交換，您確定要換嗎？
item = 50555,是的
item = 50556,等等
item = 50557,世人皆謂行商擺攤有損英雄之名，滿某以為此乃世俗愚見，交易買賣不過各取所需，豈有損傷名譽之理？
item = 50558,近日虎牢關這附近惡徒成群結黨，魚肉鄉里之事時有所聞。這位英雄能否助滿某一臂，掃蕩這幫不法惡徒？##成者，老夫便傳汝〈個人商店〉之法。
item = 50559,義不容辭
item = 50560,無能為力
item = 50561,如此甚好！就請您代為掃蕩附近惡徒，帶回三十五個雜布以玆佐證。
